"","FNA.name","GenandSpec","Relationship","Phylotype","FinalGroup","hb","GCPercent","Size","phage_seqname","max_score","max_score_group","length.checkv","hallmark","rd","phage.filt","checkv.trimmed","checkv.split","checkv.contigs","vib.frag.count"
"116","GiApicola_NO8.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.72",3037207,"NAHS01000123.1||full","0.993","dsDNAphage","6201","4","rd1","phage_pass","same_as_vs2","no","1","1"
"117","GiApicola_NO8.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.72",3037207,"NAHS01000162.1||full","0.9","dsDNAphage","5832","2","rd1","phage_pass","same_as_vs2","no","1","NA"
"118","GiApicola_P54G.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.78",3105460,"LZGJ01000046.1||full","0.987","dsDNAphage","29739","12","rd1","phage_pass","same_as_vs2","no","1","1"
"119","GiApicola_P54G.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.78",3105460,"LZGJ01000030.1||0_partial_1","0.893","dsDNAphage","20752","4","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"120","GiApicola_P54G.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.78",3105460,"LZGJ01000021.1||full_1","0.913","dsDNAphage","57980","19","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"121","GiApicola_SCGCB02.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.69",1808043,"JAIM01000024.1||full_1","0.933","dsDNAphage","11692","4","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"122","GiApicola_SCGCB02.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.69",1808043,"JAIM01000015.1||full_1","0.847","dsDNAphage","7744","6","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"123","GiApicola_SCGCI20.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","35.03",2212545,"JAIN01000001.1||0_partial","0.993","dsDNAphage","23975","10","rd1","phage_pass","same_as_vs2","no","1","1"
"124","GiApicola_SCGCI20.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","35.03",2212545,"JAIN01000037.1||full_1","0.82","dsDNAphage","5487","2","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"125","GiApicola_SCGCI20.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","35.03",2212545,"JAIN01000055.1||full","1","dsDNAphage","6357","7","rd1","phage_pass","same_as_vs2","no","1","1"
"126","GiApicola_W8127.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.91",3221450,"VMHM01000015.1||full_1","0.92","dsDNAphage","38707","20","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"127","GiApicola_W8127.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.91",3221450,"VMHM01000011.1||0_partial_1","0.907","dsDNAphage","31530","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"128","GiApicola_W8127.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.91",3221450,"VMHM01000017.1||full_1","0.82","dsDNAphage","22771","13","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"129","GiApicola_W8127.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.91",3221450,"VMHM01000008.1||0_partial_1","0.973","dsDNAphage","15505","5","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"130","GiApicola_W8127.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.91",3221450,"VMHM01000003.1||0_partial_1","0.893","dsDNAphage","14339","6","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"131","GiApicola_W8131.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","34.5",2617516,"VMHL01000006.1||0_partial_1","0.967","dsDNAphage","38335","6","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"132","GiApicola_W8131.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","34.5",2617516,"VMHL01000001.1||1_partial_1","0.88","dsDNAphage","25713","10","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"133","GiApicola_W8131.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","34.5",2617516,"VMHL01000001.1||0_partial_1","0.9","dsDNAphage","119426","35","rd1","phage_pass","trimmed_by_checkv","no","1","2"
"134","GiApicola_wkB7.fna","Gilliamella apicola","Core","Gilliamella spp.","Gilliamella apicola","from_hb","33.98",2901642,"CM004509.1||0_partial_1","0.9","dsDNAphage","42837","27","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"135","GiApis_A412.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.68",2626243,"NASK01000099.1||0_partial","0.92","dsDNAphage","28035","1","rd1","phage_pass","same_as_vs2","no","1","1"
"136","GiApis_A412.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.68",2626243,"NASK01000078.1||full_1","0.5","dsDNAphage","14516","3","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"137","GiApis_A412.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.68",2626243,"NASK01000096.1||full_1","0.933","dsDNAphage","33600","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"138","GiApis_AM1.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.58",2438283,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"139","GiApis_ATSA1.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.78",2467442,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"140","GiApis_ATSA2.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.78",2462160,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"141","GiApis_ATSA3.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.78",2467212,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"142","GiApis_ATSA4.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.78",2460968,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"143","GiApis_ESL0169.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.68",2430778,"QGLN01000004.1||0_partial_1","0.9","dsDNAphage","29091","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"144","GiApis_ESL0172.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.16",2685772,"QGLO01000004.1||1_partial_1","0.92","dsDNAphage","23935","9","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"145","GiApis_ESL0172.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.16",2685772,"QGLO01000004.1||2_partial_1","0.927","dsDNAphage","19190","4","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"146","GiApis_ESL0172.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.16",2685772,"QGLO01000004.1||0_partial_1","0.913","dsDNAphage","54549","17","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"147","GiApis_M12G.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.63",2388823,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"148","GiApis_NG1.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.66",2478810,"NASS01000005.1||0_partial_1","0.9","dsDNAphage","24184","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"149","GiApis_NG3.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.65",2482892,"NASU01000020.1||full_1","0.92","dsDNAphage","28791","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"150","GiApis_NG4.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.56",2436247,"NASV01000031.1||full_1","0.647","dsDNAphage","8500","2","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"151","GiApis_NO1.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.66",2516229,"NASI01000055.1||full","0.827","dsDNAphage","14461","3","rd2","phage_pass","same_as_vs2","no","1","1"
"152","GiApis_NO1.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.66",2516229,"NASI01000094.1||full","0.86","dsDNAphage","6211","0","rd2","phage_pass","same_as_vs2","no","1","1"
"153","GiApis_NO12.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.68",2527217,"NASH01000020.1||0_partial_1","0.92","dsDNAphage","15842","1","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"154","GiApis_NO13.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.68",2533114,"NASG01000031.1||full_1","0.907","dsDNAphage","21203","3","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"155","GiApis_NO14.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.66",2520079,"NASF01000035.1||full_1","0.873","dsDNAphage","21628","3","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"156","GiApis_NO15.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.66",2520720,"NASJ01000006.1||0_partial_1","0.9","dsDNAphage","24730","3","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"157","GiApis_NO16.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.67",2526241,"NASE01000025.1||full_1","0.84","dsDNAphage","21193","3","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"158","GiApis_NO3.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.66",2523863,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"159","GiApis_NO4.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.69",2519429,"NASM01000113.1||full","0.867","dsDNAphage","6406","0","rd2","phage_pass","same_as_vs2","no","1","1"
"160","GiApis_NO4.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.69",2519429,"NASM01000083.1||full_1","0.76","dsDNAphage","9160","2","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"161","GiApis_P62G.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.69",2549106,"LZGI01000018.1||0_partial_1","0.907","dsDNAphage","53195","17","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"162","GiApis_P83G.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.8",2494021,"LZGH01000009.1||0_partial_1","0.913","dsDNAphage","30155","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"163","GiApis_SCGCABP17.fna","Gilliamella apis","Core","Gilliamella spp.","Gilliamella apis","from_hb","34.41",1473857,"JAIO01000009.1||0_partial_1","0.86","dsDNAphage","6731","2","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"164","LaApis_ESL0185.fna","Lactobacillus apis","Core","Firm-5","Lactobacillus apis","from_hb","37.34",1683102,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"165","LaApis_Hma11.fna","Lactobacillus apis","Core","Firm-5","Lactobacillus apis","from_hb","NA",1717379,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"166","LaApis_LMG26964.fna","Lactobacillus apis","Core","Firm-5","Lactobacillus apis","from_hb","36.5",1588648,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"167","LaHelsingborgensis_Bma5.fna","Lactobacillus helsingborgensis","Core","Firm-5","Lactobacillus helsingborgensis","from_hb","35.76",2020254,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"168","LaHelsingborgensis_ESL0183.fna","Lactobacillus helsingborgensis","Core","Firm-5","Lactobacillus helsingborgensis","from_hb","36.76",1867232,"CP029544.1||0_partial_1","0.947","dsDNAphage","15649","1","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"169","LaKimbladii_Hma2.fna","Lactobacillus kimbladii","Core","Firm-5","Lactobacillus kimbladii","from_hb","NA",2186983,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"170","LaKullabergensis_Biut2.fna","Lactobacillus kullabergensis","Core","Firm-5","Lactobacillus kullabergensis","from_hb","34.87",2118378,"KQ033871.1||0_partial_1","0.9","dsDNAphage","41033","11","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"171","LaKullabergensis_ESL0186.fna","Lactobacillus kullabergensis","Core","Firm-5","Lactobacillus kullabergensis","from_hb","35.79",2018944,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"172","LaKunkeei_3L.fna","Lactobacillus kunkeei","Core","Lactobacillus kunkeei","Lactobacillus kunkeei","from_hb","36.42",1574441,"QUBO01000010.1||full","0.993","dsDNAphage","43827","9","rd1","phage_pass","same_as_vs2","no","1","1"
"173","LaKunkeei_AR114.fna","Lactobacillus kunkeei","Core","Lactobacillus kunkeei","Lactobacillus kunkeei","from_hb","36.86",1551609,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"174","LaKunkeei_EFB6.fna","Lactobacillus kunkeei","Core","Lactobacillus kunkeei","Lactobacillus kunkeei","from_hb","36.91",1566851,"AZBY01000020.1||0_partial","0.987","dsDNAphage","16226","2","rd1","phage_pass","same_as_vs2","no","1","1"
"175","LaKunkeei_Fhon2.fna","Lactobacillus kunkeei","Core","Lactobacillus kunkeei","Lactobacillus kunkeei","from_hb","34.57",1608264,"KQ440388.1||0_partial_1","0.913","dsDNAphage","49369","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"176","LaKunkeei_KA01.fna","Lactobacillus kunkeei","Core","Lactobacillus kunkeei","Lactobacillus kunkeei","from_hb","36.69",1575592,"QUBN01000015.1||0_partial","0.96","dsDNAphage","15995","2","rd1","phage_pass","same_as_vs2","no","1","1"
"177","LaKunkeei_MP2_complete.fna","Lactobacillus kunkeei","Core","Lactobacillus kunkeei","Lactobacillus kunkeei","from_hb","36.86",1614522,"CP012920.1||0_partial_1","0.9","dsDNAphage","55914","9","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"178","LaKunkeei_NN17.fna","Lactobacillus kunkeei","Core","Lactobacillus kunkeei","Lactobacillus kunkeei","from_hb","35.44",1542588,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"179","LaKunkeei_NN19.fna","Lactobacillus kunkeei","Core","Lactobacillus kunkeei","Lactobacillus kunkeei","from_hb","36.6",1490423,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"180","LaKunkeei_NN20.fna","Lactobacillus kunkeei","Core","Lactobacillus kunkeei","Lactobacillus kunkeei","from_hb","36.34",1499235,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"181","LaKunkeei_NN5.fna","Lactobacillus kunkeei","Core","Lactobacillus kunkeei","Lactobacillus kunkeei","from_hb","36.57",1484706,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"182","LaMellifer_Bin4.fna","Lactobacillus mellifer","Core","Firm-4","Lactobacillus mellifer","from_hb","38.68",1815047,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"183","LaMellis_ESL0294.fna","Lactobacillus mellis","Core","Firm-4","Lactobacillus mellis","from_hb","36.38",1729063,"JAAEEA010000007.1||full_1","0.64","dsDNAphage","9673","1","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"184","LaMellis_ESL0294.fna","Lactobacillus mellis","Core","Firm-4","Lactobacillus mellis","from_hb","36.38",1729063,"JAAEEA010000009.1||full","0.833","dsDNAphage","6908","0","rd2","phage_pass","same_as_vs2","no","1","1"
"185","LaMellis_ESL0295.fna","Lactobacillus mellis","Core","Firm-4","Lactobacillus mellis","from_hb","36.49",1683724,"JAAEDZ010000007.1||full","0.993","dsDNAphage","40663","11","rd1","phage_pass","same_as_vs2","no","1","1"
"186","LaMellis_ESL0394.fna","Lactobacillus mellis","Core","Firm-4","Lactobacillus mellis","from_hb","36.38",1743889,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"187","LaMellis_ESL0449.fna","Lactobacillus mellis","Core","Firm-4","Lactobacillus mellis","from_hb","36.25",2152631,"JAAEDX010000001.1||0_partial_1","0.913","dsDNAphage","40242","9","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"188","LaMellis_ESL0449.fna","Lactobacillus mellis","Core","Firm-4","Lactobacillus mellis","from_hb","36.25",2152631,"JAAEDX010000001.1||1_partial_1","0.9","dsDNAphage","38013","1","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"189","LaMellis_ESL0449.fna","Lactobacillus mellis","Core","Firm-4","Lactobacillus mellis","from_hb","36.25",2152631,"JAAEDX010000004.1||full","0.993","dsDNAphage","44759","10","rd1","phage_pass","same_as_vs2","no","1","1"
"190","LaMellis_Hon2.fna","Lactobacillus mellis","Core","Firm-4","Lactobacillus mellis","from_hb","35.83",1810599,"no_phage","NA","NA","NA","NA","NA","no_phage","NA","NA","NA","NA"
"191","LaMelliventris_ESL0184.fna","Lactobacillus melliventris","Core","Firm-5","Lactobacillus melliventris","from_hb","36.38",2036181,"QGLG01000002.1||1_partial_1","0.92","dsDNAphage","35734","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"192","LaMelliventris_ESL0184.fna","Lactobacillus melliventris","Core","Firm-5","Lactobacillus melliventris","from_hb","36.38",2036181,"QGLG01000002.1||0_partial_1","0.913","dsDNAphage","45129","10","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"193","LaMelliventris_ESL0393.fna","Lactobacillus melliventris","Core","Firm-5","Lactobacillus melliventris","from_hb","36.1",2014626,"JAAEEB010000013.1||full","1","dsDNAphage","36541","13","rd1","phage_pass","same_as_vs2","no","1","1"
"194","LaMelliventris_Hma8.fna","Lactobacillus melliventris","Core","Firm-5","Lactobacillus melliventris","from_hb","35.51",2116151,"KQ034021.1||0_partial_1","0.9","dsDNAphage","37862","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"195","MePlutonius_119.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.09",2039833,"JSBB01000007.1||full_1","0.813","dsDNAphage","31444","25","rd2","phage_pass","trimmed_by_checkv","no","1","1"
"196","MePlutonius_211.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.07",2077318,"JSAY01000004.1||0_partial_1","0.907","dsDNAphage","34480","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"197","MePlutonius_211.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.07",2077318,"JSAY01000005.1||0_partial_1","0.92","dsDNAphage","20412","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"198","MePlutonius_493.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.08",2075929,"JSBA01000005.1||0_partial_1","0.92","dsDNAphage","20412","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"199","MePlutonius_493.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.08",2075929,"JSBA01000002.1||0_partial_1","0.907","dsDNAphage","37550","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"200","MePlutonius_60.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.05",2072518,"JSBE01000003.1||0_partial_1","0.907","dsDNAphage","34479","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"201","MePlutonius_60.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.05",2072518,"JSBE01000006.1||0_partial_1","0.927","dsDNAphage","21279","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"202","MePlutonius_7645B.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.09",2045848,"JSAV01000006.1||0_partial_1","0.92","dsDNAphage","20412","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"203","MePlutonius_7645B.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.09",2045848,"JSAV01000004.1||0_partial_1","0.907","dsDNAphage","34479","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"204","MePlutonius_7656B.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.09",2021336,"JSAX01000006.1||0_partial_1","0.92","dsDNAphage","20412","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"205","MePlutonius_7656B.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.09",2021336,"JSAX01000003.1||0_partial_1","0.907","dsDNAphage","34479","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"206","MePlutonius_82.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.06",2047603,"JSBF01000005.1||0_partial_1","0.913","dsDNAphage","73122","25","rd1","phage_pass","trimmed_by_checkv","no","1","2"
"207","MePlutonius_900.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.12",2066856,"JSAZ01000002.1||0_partial_1","0.98","dsDNAphage","21104","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"208","MePlutonius_900.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.12",2066856,"JSAZ01000001.1||0_partial_1","0.98","dsDNAphage","32632","17","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"209","MePlutonius_900.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.12",2066856,"JSAZ01000001.1||1_partial_1","0.933","dsDNAphage","18625","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"210","MePlutonius_ATCC35311.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.24",2068732,"AP012200.1||0_partial_1","0.9","dsDNAphage","70810","25","rd1","phage_pass","trimmed_by_checkv","no","1","2"
"211","MePlutonius_B5.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.11",2101145,"JSAW01000003.1||0_partial_1","0.92","dsDNAphage","20412","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"212","MePlutonius_B5.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.11",2101145,"CM003359.1||full","1","dsDNAphage","42672","12","rd1","phage_pass","same_as_vs2","no","1","1"
"213","MePlutonius_B5.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.11",2101145,"JSAW01000002.1||0_partial_1","0.907","dsDNAphage","37550","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"214","MePlutonius_DAT1033.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.23",2075740,"AP021885.1||1_partial_1","0.92","dsDNAphage","20412","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"215","MePlutonius_DAT1033.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.23",2075740,"AP021885.1||0_partial_1","0.9","dsDNAphage","37549","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"216","MePlutonius_DAT561_2.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.22",2067831,"AP018492.1||0_partial_1","0.907","dsDNAphage","19834","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"217","MePlutonius_DAT585.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.23",2067800,"AP018524.1||0_partial_1","0.9","dsDNAphage","72053","25","rd1","phage_pass","trimmed_by_checkv","no","1","2"
"218","MePlutonius_DAT606.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.22",2095784,"AP018526.1||0_partial_1","0.9","dsDNAphage","37549","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"219","MePlutonius_DAT606.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.22",2095784,"AP018526.1||1_partial_1","0.92","dsDNAphage","20412","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"220","MePlutonius_H6.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.07",2075507,"JSBC01000003.1||0_partial_1","0.907","dsDNAphage","34479","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"221","MePlutonius_H6.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.07",2075507,"JSBC01000005.1||0_partial_1","0.92","dsDNAphage","20412","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"222","MePlutonius_L9.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.07",2058945,"JSBD01000007.1||0_partial_1","0.92","dsDNAphage","20412","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"223","MePlutonius_L9.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.07",2058945,"JSBD01000005.1||0_partial_1","0.907","dsDNAphage","34479","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"224","MePlutonius_S1.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.23",2073864,"CP006683.1||1_partial_1","0.92","dsDNAphage","20412","7","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"225","MePlutonius_S1.fna","Melissococcus plutonius","Pathogen","Pathogen","Melissococcus plutonius","from_hb","31.23",2073864,"CP006683.1||0_partial_1","0.907","dsDNAphage","37550","12","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"226","PaApium_A29.fna","Parasaccharibacter apium","Core","Acetobacter","Bombella apis","from_hb","59.39",2008935,"LMYH01000017.1||0_partial_1","0.907","dsDNAphage","27161","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"227","PaApium_AS1.fna","Parasaccharibacter apium","Core","Acetobacter","Bombella apis","from_hb","52.64",1853237,"MEJG01000009.1||full","0.993","dsDNAphage","10918","6","rd1","phage_pass","same_as_vs2","no","1","1"
"228","PaApium_AS1.fna","Parasaccharibacter apium","Core","Acetobacter","Bombella apis","from_hb","52.64",1853237,"MEJG01000001.1||0_partial_1","0.98","dsDNAphage","15662","8","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"229","PaApium_B8.fna","Parasaccharibacter apium","Core","Acetobacter","Bombella apis","from_hb","59.38",2009090,"LMYI01000002.1||0_partial_1","0.947","dsDNAphage","28774","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
"230","PaApium_C6.fna","Parasaccharibacter apium","Core","Acetobacter","Bombella apis","from_hb","59.38",2009908,"LMYJ01000005.1||0_partial_1","0.9","dsDNAphage","28774","13","rd1","phage_pass","trimmed_by_checkv","no","1","1"
