"","Bacterial Host","Phage_Sequence","Protein_ID","Classified_by_EggNOG_or_PHROGS","COGG_Number","EggNOG_Annotation","PHROGS_Number","PHROGS_Annotation","AMG_or_Moron"
"875","Paenibacillus larvae","ADFW01000001.1||7_partial","ADFW01000001.1||7_partial__00007","T","COG2770","Histidine kinase","-","-","-"
"876","Paenibacillus larvae","ADFW01000001.1||7_partial","ADFW01000001.1||7_partial__00001","S","33BM4","YyzF-like protein","-","-","-"
"877","Paenibacillus larvae","ADFW01000001.1||7_partial","ADFW01000001.1||7_partial__00011","S","COG5294","Protein conserved in bacteria","-","-","-"
"878","Paenibacillus larvae","ADFW01000001.1||7_partial","ADFW01000001.1||7_partial__00004","J","arCOG00502","PFAM beta-lactamase domain protein","-","-","-"
"879","Paenibacillus larvae","ADFW01000001.1||7_partial","ADFW01000001.1||7_partial__00010","S","32XC5","unknown","-","-","-"
"880","Paenibacillus larvae","ADFW01000001.1||7_partial","ADFW01000001.1||7_partial__00003","S","33H3T","unknown","-","-","-"
"881","Paenibacillus larvae","ADFW01000001.1||7_partial","ADFW01000001.1||7_partial__00008","T","2S0V7","Transcriptional regulatory protein, C terminal","-","-","-"
"882","Paenibacillus larvae","ADFW01000001.1||7_partial","ADFW01000001.1||7_partial__00009","Ph","-","-","phrog_3578","endolysin","-"
"883","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00050","S","30J7K","Helix-turn-helix domain","-","-","-"
"884","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00009","S","2ZCCB","unknown","-","-","-"
"885","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00018","Ph","-","-","phrog_351","RNA polymerase sigma factor","-"
"886","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00058","S","33MFV","unknown","-","-","-"
"887","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00070","0","","","-","-","-"
"888","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00048","Ph","-","-","phrog_151","transposase","-"
"889","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00011","Ph","-","-","phrog_124","Sak4-like ssDNA annealing protein","-"
"890","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00020","Ph","-","-","phrog_36","transcriptional regulator","-"
"891","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00053","M","arCOG01389","PFAM Glycosyl transferase family 2","-","-","-"
"892","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00010","S","4QEW8","","-","-","-"
"893","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00012","S","4QDCH","","-","-","-"
"894","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00044","Ph","-","-","phrog_199","holin","-"
"895","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00049","Ph","-","-","phrog_157","transposase","-"
"896","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00007","Ph","-","-","phrog_4681","antitoxin from a toxin-antitoxin system","Unspecified Moron"
"897","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00003","S","33M1V","unknown","-","-","-"
"898","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00014","Ph","-","-","phrog_2597","DNA primase","-"
"899","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00072","0","","","-","-","-"
"900","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00042","S","4QCNP","","-","-","-"
"901","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00041","Ph","-","-","phrog_5339","virion structural protein","-"
"902","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00028","Ph","-","-","phrog_115","minor head protein","-"
"903","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00056","0","","","-","-","-"
"904","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00055","Ph","-","-","phrog_2331","transposase","-"
"905","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00067","Ph","-","-","phrog_63","anti-repressor Ant","-"
"906","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00043","S","4QEHA","","-","-","-"
"907","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00021","S","33BWX","unknown","-","-","-"
"908","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00032","S","2ZX3I","unknown","-","-","-"
"909","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00047","Ph","-","-","phrog_1299","holin","-"
"910","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00045","Ph","-","-","phrog_3088","amidase","-"
"911","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00061","0","","","-","-","-"
"912","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00016","Ph","-","-","phrog_140","RusA-like Holliday junction resolvase","-"
"913","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00037","S","32XJQ","unknown","-","-","-"
"914","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00062","Ph","-","-","phrog_293","ABC transporter","Unspecified Moron"
"915","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00001","S","4QCCB","Pfam:Peptidase_M78","-","-","-"
"916","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00005","S","306F8","unknown","-","-","-"
"917","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00038","Ph","-","-","phrog_58","tail length tape measure protein","-"
"918","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00060","S","2Z8P5","Lantibiotic dehydratase, C terminus","-","-","-"
"919","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00069","Ph","-","-","phrog_373","anti-repressor","-"
"920","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00035","Ph","-","-","phrog_1407","major tail protein","-"
"921","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00064","Ph","-","-","phrog_1","integrase","-"
"922","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00030","Ph","-","-","phrog_544","major head protein","-"
"923","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00023","S","33670","unknown","-","-","-"
"924","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00054","M","arCOG01391","PFAM Glycosyl transferase family 2","-","-","-"
"925","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00008","Ph","-","-","phrog_997","replication terminator","-"
"926","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00022","0","","","-","-","-"
"927","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00071","0","","","-","-","-"
"928","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00046","S","32SVK","unknown","-","-","-"
"929","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00033","S","32YF3","unknown","-","-","-"
"930","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00040","Ph","-","-","phrog_3558","tail protein","-"
"931","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00036","Ph","-","-","phrog_2115","tail protein","-"
"932","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00066","Ph","-","-","phrog_1468","transcriptional repressor","-"
"933","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00006","0","","","-","-","-"
"934","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00031","Ph","-","-","phrog_132","head-tail adaptor","-"
"935","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00063","U","COG4473","ABC transporter","-","-","-"
"936","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00019","S","30BXN","unknown","-","-","-"
"937","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00002","Ph","-","-","phrog_8","transcriptional regulator","-"
"938","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00051","S","2SQ9V","Bacillus/Clostridium GerA spore germination protein","-","-","-"
"939","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00015","0","","","-","-","-"
"940","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00013","Ph","-","-","phrog_16","DNA helicase","-"
"941","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00004","0","","","-","-","-"
"942","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00059","0","","","-","-","-"
"943","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00052","E","2SUPZ","Thermolysin metallopeptidase, alpha-helical domain","-","-","Potential AMG"
"944","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00039","Ph","-","-","phrog_33","distal tail protein Dit","-"
"945","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00068","S","33M1V","unknown","-","-","-"
"946","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00029","Ph","-","-","phrog_172","head scaffolding protein","-"
"947","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00034","Ph","-","-","phrog_176","tail terminator","-"
"948","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00026","Ph","-","-","phrog_10250","terminase large subunit","-"
"949","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00027","Ph","-","-","phrog_64","portal protein","-"
"950","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00057","G","KOG2653","D-gluconate metabolic process","-","-","Potential AMG"
"951","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00017","S","30AXH","unknown","-","-","-"
"952","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00065","Ph","-","-","phrog_18248","transcriptional regulator","-"
"953","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00025","Ph","-","-","phrog_509","terminase small subunit","-"
"954","Paenibacillus larvae","ADFW01000002.1||0_partial_1","ADFW01000002.1||0_partial_1__00024","0","","","-","-","-"
"955","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00014","0","","","-","-","-"
"956","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00012","0","","","-","-","-"
"957","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00017","0","","","-","-","-"
"958","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00010","0","","","-","-","-"
"959","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00011","0","","","-","-","-"
"960","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00015","Ph","-","-","phrog_34","RusA-like Holliday junction resolvase","-"
"961","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00030","0","","","-","-","-"
"962","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00021","S","306HY","unknown","-","-","-"
"963","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00004","0","","","-","-","-"
"964","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00034","0","","","-","-","-"
"965","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00009","0","","","-","-","-"
"966","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00025","0","","","-","-","-"
"967","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00033","S","4QC3C","","-","-","-"
"968","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00027","S","4QE9S","","-","-","-"
"969","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00029","0","","","-","-","-"
"970","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00001","Ph","-","-","phrog_361","terminase small subunit","-"
"971","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00028","S","33HHF","unknown","-","-","-"
"972","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00031","Ph","-","-","phrog_130","anti-repressor Ant","-"
"973","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00020","Ph","-","-","phrog_7370","HNH endonuclease","-"
"974","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00013","S","4QAIJ","C-5 cytosine-specific DNA methylase","-","-","-"
"975","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00008","Ph","-","-","phrog_248","transcriptional activator","-"
"976","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00032","S","4QEAN","","-","-","-"
"977","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00024","Ph","-","-","phrog_2205","Mu Gam-like end protection","-"
"978","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00019","Ph","-","-","phrog_186","DnaD-like helicase loader","-"
"979","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00026","S","4QE9S","","-","-","-"
"980","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00005","Ph","-","-","phrog_353","toxin","Unspecified Moron"
"981","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00007","S","COG5294","Protein conserved in bacteria","-","-","-"
"982","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00022","Ph","-","-","phrog_44","single strand DNA binding protein","-"
"983","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00023","Ph","-","-","phrog_155","Erf-like ssDNA annealing protein","-"
"984","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00018","Ph","-","-","phrog_50","DnaC-like helicase loader","-"
"985","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00016","Ph","-","-","phrog_3356","transposase","-"
"986","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00002","Ph","-","-","phrog_144","HNH endonuclease","-"
"987","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00003","S","33G8I","unknown","-","-","-"
"988","Paenibacillus larvae","ADFW01000003.1||full_1","ADFW01000003.1||full_1__00006","Ph","-","-","phrog_497","toxin-antitoxin system HicB-like","Unspecified Moron"
"989","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00017","S","33G8I","unknown","-","-","-"
"990","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00020","Ph","-","-","phrog_10517","terminase large subunit","-"
"991","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00004","J","arCOG00502","PFAM beta-lactamase domain protein","-","-","-"
"992","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00006","Ph","-","-","phrog_2514","DnaD-like helicase loader","-"
"993","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00010","0","","","-","-","-"
"994","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00021","Ph","-","-","phrog_9","terminase large subunit","-"
"995","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00008","S","4QGFE","","-","-","-"
"996","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00002","S","4QD9Q","","-","-","-"
"997","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00003","Ph","-","-","phrog_2780","RecT-like ssDNA annealing protein","-"
"998","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00001","S","4QG2D","","-","-","-"
"999","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00014","Ph","-","-","phrog_248","transcriptional activator","-"
"1000","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00007","Ph","-","-","phrog_19","DnaB-like replicative helicase","-"
"1001","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00012","Ph","-","-","phrog_159","RuvC-like Holliday junction resolvase","-"
"1002","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00019","Ph","-","-","phrog_361","terminase small subunit","-"
"1003","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00015","Ph","-","-","phrog_497","toxin-antitoxin system HicB-like","Unspecified Moron"
"1004","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00009","S","4QAIJ","C-5 cytosine-specific DNA methylase","-","-","-"
"1005","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00022","Ph","-","-","phrog_2699","terminase large subunit","-"
"1006","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00011","S","4QBPM","","-","-","-"
"1007","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00016","Ph","-","-","phrog_353","toxin","Unspecified Moron"
"1008","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00005","S","4QAII","","-","-","-"
"1009","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00013","S","4QDAG","","-","-","-"
"1010","Paenibacillus larvae","ADFW01000005.1||full","ADFW01000005.1||full__00018","Ph","-","-","phrog_119","HNH endonuclease","-"
"1011","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00005","S","4QAXV","YopX protein","-","-","-"
"1012","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00010","Ph","-","-","phrog_159","RuvC-like Holliday junction resolvase","-"
"1013","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00011","S","4QDAG","","-","-","-"
"1014","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00013","0","","","-","-","-"
"1015","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00002","S","4QGFE","","-","-","-"
"1016","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00009","S","4QBPM","","-","-","-"
"1017","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00008","0","","","-","-","-"
"1018","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00001","Ph","-","-","phrog_19","DnaB-like replicative helicase","-"
"1019","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00017","Ph","-","-","phrog_2331","transposase","-"
"1020","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00014","Ph","-","-","phrog_95","integrase","-"
"1021","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00006","Ph","-","-","phrog_8","transcriptional regulator","-"
"1022","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00007","0","","","-","-","-"
"1023","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00003","0","","","-","-","-"
"1024","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00004","0","","","-","-","-"
"1025","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00015","0","","","-","-","-"
"1026","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00016","Ph","-","-","phrog_2331","transposase","-"
"1027","Paenibacillus larvae","ADFW01000006.1||full","ADFW01000006.1||full__00012","Ph","-","-","phrog_248","transcriptional activator","-"
"1028","Paenibacillus larvae","ADFW01000007.1||full","ADFW01000007.1||full__00001","S","4QCNP","","-","-","-"
"1029","Paenibacillus larvae","ADFW01000007.1||full","ADFW01000007.1||full__00007","S","33R24","unknown","-","-","-"
"1030","Paenibacillus larvae","ADFW01000007.1||full","ADFW01000007.1||full__00002","S","4QEHA","","-","-","-"
"1031","Paenibacillus larvae","ADFW01000007.1||full","ADFW01000007.1||full__00003","Ph","-","-","phrog_2429","involved in bacteriocin production or immunity","Unspecified Moron"
"1032","Paenibacillus larvae","ADFW01000007.1||full","ADFW01000007.1||full__00006","Ph","-","-","phrog_1299","holin","-"
"1033","Paenibacillus larvae","ADFW01000007.1||full","ADFW01000007.1||full__00008","S","30E2J","unknown","-","-","-"
"1034","Paenibacillus larvae","ADFW01000007.1||full","ADFW01000007.1||full__00005","S","4QCCA","","-","-","-"
"1035","Paenibacillus larvae","ADFW01000007.1||full","ADFW01000007.1||full__00010","Ph","-","-","phrog_37443","toxin","Unspecified Moron"
"1036","Paenibacillus larvae","ADFW01000007.1||full","ADFW01000007.1||full__00009","0","","","-","-","-"
"1037","Paenibacillus larvae","ADFW01000007.1||full","ADFW01000007.1||full__00004","Ph","-","-","phrog_3088","amidase","-"
"1049","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00016","Ph","-","-","phrog_1533","tail length tape measure protein","-"
"1050","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00001","Ph","-","-","phrog_36","transcriptional regulator","-"
"1051","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00009","Ph","-","-","phrog_10","major head protein","-"
"1052","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00008","Ph","-","-","phrog_80","head maturation protease","-"
"1053","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00007","Ph","-","-","phrog_12","portal protein","-"
"1054","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00003","S","33MWH","unknown","-","-","-"
"1055","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00006","Ph","-","-","phrog_9","terminase large subunit","-"
"1056","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00018","Ph","-","-","phrog_538","minor tail protein","-"
"1057","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00010","S","331B9","unknown","-","-","-"
"1058","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00015","S","32J4N","unknown","-","-","-"
"1059","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00017","Ph","-","-","phrog_33","distal tail protein Dit","-"
"1060","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00004","Ph","-","-","phrog_119","HNH endonuclease","-"
"1061","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00012","Ph","-","-","phrog_5","tail completion or Neck1 protein","-"
"1062","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00014","Ph","-","-","phrog_88","major tail protein","-"
"1063","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00011","Ph","-","-","phrog_1951","head-tail adaptor","-"
"1064","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00005","Ph","-","-","phrog_361","terminase small subunit","-"
"1065","Paenibacillus larvae","ADZY03000008.1||full","ADZY03000008.1||full__00013","Ph","-","-","phrog_78","tail terminator","-"
"1066","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00031","0","","","-","-","-"
"1067","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00018","0","","","-","-","-"
"1068","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00015","Ph","-","-","phrog_1533","tail length tape measure protein","-"
"1069","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00035","0","","","-","-","-"
"1070","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00034","0","","","-","-","-"
"1071","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00008","Ph","-","-","phrog_2742","endolysin","-"
"1072","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00012","Ph","-","-","phrog_12312","virion structural protein","-"
"1073","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00014","Ph","-","-","phrog_1533","tail length tape measure protein","-"
"1074","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00006","0","","","-","-","-"
"1075","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00002","S","30CG0","unknown","-","-","-"
"1076","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00030","0","","","-","-","-"
"1077","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00011","S","32KD7","XkdW protein","-","-","-"
"1078","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00003","0","","","-","-","-"
"1079","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00007","0","","","-","-","-"
"1080","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00017","S","2ZJA0","unknown","-","-","-"
"1081","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00033","0","","","-","-","-"
"1082","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00009","Ph","-","-","phrog_2742","endolysin","-"
"1083","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00004","S","33IDB","unknown","-","-","-"
"1084","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00016","0","","","-","-","-"
"1085","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00027","Ph","-","-","phrog_533","portal protein","-"
"1086","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00036","Ph","-","-","phrog_2331","transposase","-"
"1087","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00010","Ph","-","-","phrog_199","holin","-"
"1088","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00005","K","334GS","Transcriptional regulator","-","-","-"
"1089","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00020","Ph","-","-","phrog_10344","minor head protein","-"
"1090","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00023","S","33EYZ","unknown","-","-","-"
"1091","Paenibacillus larvae","ADZY03000041.1||full","ADZY03000041.1||full__00024","Ph","-","-","phrog_212","major head protein","-"
