FNA File,Organism_BS,Organism_AS,Filename_BS,Filename_AS,Assembly-name_AS,Strain_AS,Taxid_AS,BioSample_AS,BioProject_AS,Submitter_AS,Date_AS,Assembly-type_AS,Release-type_AS,Assembly-level_AS,Genome-representation_AS,Assembly-method_AS,Genome-coverage_AS,Sequencing-technology_AS,RefSeq-category_AS,GenBank-assembly-accession_AS,RefSeq-assembly-accession_AS,RefSeq-assembly-and-GenBank-assemblies-identical_AS,BioSample_BS,SampleName_BS,SRA_BS,/strain_BS,/collection-date_BS,/broad-scale-environmental-context_BS,/local-scale-environmental-context_BS,/environmental-medium_BS,/geographic-location_BS,/host_BS,/isolation-and-growth-condition_BS,/latitude-and-longitude_BS,/number-of-replicons_BS,/reference-for-biomaterial_BS,WGS-project_AS,Expected-final-version_AS,Relation-to-type-material_AS,/type-material_BS,/isolation-source_BS,/collected-by_BS,/sample-type_BS,/culture-collection_BS,/biomaterial-provider_BS,/Assembly-Method_BS,/Assembly-Name_BS,/Genome-Coverage_BS,/Sequencing-Technology_BS,/identified-by_BS,/host-disease_BS,Isolate_AS,Excluded-from-RefSeq_AS,/enviironmental-sample_BS,/metagenomic_BS,/isolate_BS,/note_BS,Single-cell-amplification_AS,/investigation-type_BS,/project-name_BS,/environmental-package_BS,/host-tissue-sampled_BS,/sample-name_BS,/estimated-size_BS,/locus_tag_prefix_BS,/altitude_BS,/temperature_BS,/Host-health_BS,/host-description_BS,/Alias_BS,/Broker-name_BS,/ENA-checklist_BS,/INSDC-center-alias_BS,/INSDC-center-name_BS,/INSDC-first-public_BS,/INSDC-last-update_BS,/INSDC-status_BS,/SRA-accession_BS,/Title_BS,/host-growth-conditions_BS,/host-life-stage_BS,/host-sex_BS,/genotype_BS,/Misc._BS,/sub-species_BS,/component-organism_BS,/substrain_BS,/subsource-note_BS,Reference-guided-assembly_AS,/finishing-strategy-(depth-of-coverage)_BS,/sop_BS,/project_type_BS,/source-material-identifiers_BS,/misc_param:-HMP-body-site_BS,/nucleic-acid-extraction_BS,/host-taxonomy-ID_BS,/assembly_BS,/misc_param:-HMP-supersite_BS,/sequencing-method_BS
LaKunkeei_3L.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_3L_BS.txt,LaKunkeei_3L_AS.txt,ASM649361v1,3L,148814,SAMN09779799,PRJNA484967,"University of California, Riverside",6/26/19,na,major,Contig,full,a5pipeline v. 5222015,346x,Illumina MiSeq,N/A,GCA_006493615.1,GCF_006493615.1,yes,SAMN09779799,Lactobacillus kunkeei 3L,SRS3644065,3L,3/20/15,N/A,N/A,N/A,"USA: Riverside, Ca",Honey Bee,N/A,N/A,N/A,N/A,QUBO01,yes,N/A,N/A,Hive Honey Comb,N/A,Hive Microbiomes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,not applicable,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_AR114.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_AR114_BS.txt,LaKunkeei_AR114_AS.txt,ASM83037v1,AR114,148814,SAMN02981005,PRJNA253911,Norwegian University of Life Sciences,1/30/15,na,major,Contig,full,Ray v. 2.3.1,12.0x,Illumina MiSeq,N/A,GCA_000830375.1,GCF_000830375.1,yes,SAMN02981005,Lactobacillus kunkeei AR114,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN02981005; Sample name: Lactobacillus kunkeei AR114",AR114,12/3/10,Beehive,Beehive located in a light and temperature controlled flightroom,Honey bee midgut,Norway: Aas,honey bee,"MRS medium, 30 degree, anaerobic, 2 days",59.66 N 10.74 E,N/A,None,JPYX01,yes,N/A,N/A,Honey bee midgut,N/A,missing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Honey bee midgut,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_DSM12361.fna,Lactobacillus kunkeei DSM 12361 = ATCC 700308,Lactobacillus kunkeei DSM 12361 = ATCC 700308 (firmicutes),LaKunkeei_DSM12361_BS.txt,LaKunkeei_DSM12361_AS.txt,ASM143382v1,DSM 12361,1423768,SAMN02369503,PRJNA222257,Shanghai Majorbio,11/6/15,na,major,Scaffold,full,SOAPdenovo v. 2,100x,Illumina MiSeq; Illumina HiSeq,N/A,GCA_001433825.1,GCF_001433825.1,yes,SAMN02369503,DSM 12361,SRS549102,DSM 12361,2012,N/A,N/A,N/A,USA,N/A,N/A,N/A,N/A,N/A,AZCK01,yes,assembly from type material,type strain of Lactobacillus kunkeei,commercial grape wine undergoing a sluggish/stuck alcoholic fermentation,N/A,N/A,DSM:12361,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_EFB6.fna,Lactobacillus kunkeei EFB6,Lactobacillus kunkeei EFB6 (firmicutes),LaKunkeei_EFB6_BS.txt,LaKunkeei_EFB6_AS.txt,LKU1,EFB6,1419324,SAMN02767920,PRJNA227106,"Georg-August-University Goettingen, Genomic and Applied Microbiology, Goettingen Genomics Laboratory",5/9/14,na,major,Contig,full,SPAdes v. 2.5,125x,Illumina,N/A,GCA_000687335.1,GCF_000687335.1,yes,SAMN02767920,Lactobacillus kunkeei EFB6,SRS650977,EFB6,1/10/12,N/A,N/A,N/A,Germany: Bavaria,Apis mellifera,N/A,N/A,N/A,N/A,AZBY01,yes,N/A,N/A,European foulbrood of honey bees-infected honey bee larva,N/A,missing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_FF306.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_FF306_BS.txt,LaKunkeei_FF306_AS.txt,ASM194997v1,FF30-6,148814,SAMD00051448,PRJDB4780,"Laboratory of Applied Microbiology, Department of Food and Cosmetic Science, Faculty of Bioindustry, Tokyo University of Agriculture",5/13/16,na,major,Scaffold,full,Velvet v. 0.7,123X,Illumina Genome Analyzer II,N/A,GCA_001949975.1,GCF_001949975.1,yes,"Neither pattern for BioSample (""BioSample: (.*?); "" NOR ""BioSample: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMD00051448","Neither pattern for SampleName (""Sample name: (.*?); "" NOR ""Sample name: (.*)"") found a match. Here is the whole line: Identifiers: BioSample: SAMD00051448","Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMD00051448",FF30-6,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,BDDX01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Genome Sequencing Project of fructophilic lactic acid bacteria,N/A,N/A,Lactobacillus kunkeei FF30-6,1580000,FF306,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_Fhon2.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_Fhon2_BS.txt,LaKunkeei_Fhon2_AS.txt,ASM128116v1,Fhon2,148814,SAMN03275711,PRJNA270967,Uppsala university,9/11/15,na,major,Scaffold,full,Newbler v. 2.6,160.0x,Illumina MiSeq; 454,N/A,GCA_001281165.1,GCF_001281165.1,yes,SAMN03275711,Fhon2,SRS815114,Fhon2,2008,N/A,N/A,N/A,Sweden: Jonstorp,Apis mellifera,N/A,N/A,N/A,N/A,JXCU01,yes,N/A,N/A,N/A,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_KA01.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_KA01_BS.txt,LaKunkeei_KA01_AS.txt,ASM649341v1,KA_01,148814,SAMN09779800,PRJNA484967,"University of California, Riverside",6/26/19,na,major,Contig,full,a5pipeline v. 5222015,53x,Illumina MiSeq,N/A,GCA_006493415.1,GCF_006493415.1,yes,SAMN09779800,Lactobacillus kunkeei KA_01,SRS3644064,KA_01,5/11/11,N/A,N/A,N/A,"USA: Tucson, Az",Honey Bee,N/A,N/A,N/A,N/A,QUBN01,yes,N/A,N/A,Hive,N/A,Hive Microbiomes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,not applicable,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_LAan.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_LAan_BS.txt,LaKunkeei_LAan_AS.txt,ASM128122v1,LAan,148814,SAMN03275713,PRJNA270961,Uppsala university,9/11/15,na,major,Scaffold,full,Velvet v. 1.1.06,200.0x,Illumina MiSeq,N/A,GCA_001281225.1,GCF_001281225.1,yes,SAMN03275713,LAan,SRS813462,LAan,2012,N/A,N/A,N/A,Malaysia: Borneo,Apis andreniformis,N/A,N/A,N/A,N/A,JXCV01,yes,N/A,N/A,N/A,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_LAce.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_LAce_BS.txt,LaKunkeei_LAce_AS.txt,ASM142111v1,LAce,148814,SAMN03275714,PRJNA270962,Uppsala university,9/11/15,na,major,Scaffold,full,Velvet v. 1.1.06,200.0x,Illumina MiSeq,N/A,GCA_001421115.1,GCF_001421115.1,yes,SAMN03275714,LAce,SRS813463,LAce,2012,N/A,N/A,N/A,Malaysia: Borneo,Apis cerana,N/A,N/A,N/A,N/A,JXCW01,N/A,N/A,N/A,N/A,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_LAdo.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_LAdo_BS.txt,LaKunkeei_LAdo_AS.txt,ASM130820v1,LAdo,148814,SAMN03277032,PRJNA270963,Uppsala university,10/8/15,na,major,Contig,full,Velvet v. 1.1.06,200.0x,Illumina MiSeq,N/A,GCA_001308205.1,GCF_001308205.1,yes,SAMN03277032,LAdo,SRS813478,LAdo,2012,N/A,N/A,N/A,Malaysia:Borneo,Apis dorsata,N/A,N/A,N/A,N/A,JXDC01,yes,N/A,N/A,N/A,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_LAfl.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_LAfl_BS.txt,LaKunkeei_LAfl_AS.txt,ASM142113v1,LAfl,148814,SAMN03275715,PRJNA270964,Uppsala university,9/11/15,na,major,Scaffold,full,Velvet v. 1.1.06,200.0x,Illumina MiSeq,N/A,GCA_001421135.1,GCF_001421135.1,yes,SAMN03275715,LAfl,SRS813479,LAfl,2012,N/A,N/A,N/A,Thailand,Apis florea,N/A,N/A,N/A,N/A,JXCX01,N/A,N/A,N/A,N/A,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_LAko.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_LAko_BS.txt,LaKunkeei_LAko_AS.txt,ASM128120v1,LAko,148814,SAMN03275716,PRJNA270965,Uppsala university,9/11/15,na,major,Contig,full,Velvet v. 1.1.06,200.0x,Illumina MiSeq,N/A,GCA_001281205.1,GCF_001281205.1,yes,SAMN03275716,LAko,SRS813480,LAko,2012,N/A,N/A,N/A,Malaysia: Borneo,Apis koschevnikovi,N/A,N/A,N/A,N/A,JXCY01,yes,N/A,N/A,N/A,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_LAla.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_LAla_BS.txt,LaKunkeei_LAla_AS.txt,ASM128121v1,LAla,148814,SAMN03275717,PRJNA270966,Uppsala university,9/11/15,na,major,Contig,full,Velvet v. 1.1.06,200.0x,Illumina MiSeq,N/A,GCA_001281215.1,GCF_001281215.1,yes,SAMN03275717,LAla,SRS813481,LAla,2012,N/A,N/A,N/A,Nepal,Apis laboriosa,N/A,N/A,N/A,N/A,JXCZ01,yes,N/A,N/A,N/A,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_LAni.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_LAni_BS.txt,LaKunkeei_LAni_AS.txt,ASM128128v1,LAni,148814,SAMN03275718,PRJNA270969,Uppsala university,9/11/15,na,major,Contig,full,Velvet v. 1.1.06,200.0x,Illumina MiSeq,N/A,GCA_001281285.1,GCF_001281285.1,yes,SAMN03275718,LAni,SRS815098,LAni,2012,N/A,N/A,N/A,Indonesia,Apis nigrocincta,N/A,N/A,N/A,N/A,JXDA01,yes,N/A,N/A,N/A,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_LAnu.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_LAnu_BS.txt,LaKunkeei_LAnu_AS.txt,ASM130821v1,LAnu,148814,SAMN03277034,PRJNA270970,Uppsala university,10/8/15,na,major,Contig,full,Velvet v. 1.1.06,200.0x,Illumina MiSeq,N/A,GCA_001308215.1,GCF_001308215.1,yes,SAMN03277034,LAnu,SRS815099,LAnu,2012,N/A,N/A,N/A,Malaysia:Borneo,Apis nuluensis,N/A,N/A,N/A,N/A,JXDD01,yes,N/A,N/A,N/A,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_LMbe.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_LMbe_BS.txt,LaKunkeei_LMbe_AS.txt,ASM130818v1,LMbe,148814,SAMN03277035,PRJNA270972,Uppsala university,10/8/15,na,major,Contig,full,Velvet v. 1.1.06,200.0x,Illumina MiSeq,N/A,GCA_001308185.1,GCF_001308185.1,yes,SAMN03277035,LMbe,SRS815100,LMbe,2012,N/A,N/A,N/A,Mexico,Melipona beecheii,N/A,N/A,N/A,N/A,JXDE01,yes,N/A,N/A,N/A,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_LMbo.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_LMbo_BS.txt,LaKunkeei_LMbo_AS.txt,ASM130819v1,LMbo,148814,SAMN03277051,PRJNA270973,Uppsala university,10/8/15,na,major,Contig,full,Velvet v. 1.1.06,200.0x,Illumina MiSeq,N/A,GCA_001308195.1,GCF_001308195.1,yes,SAMN03277051,LMbo,SRS815103,LMbo,2012,N/A,N/A,N/A,Kenya,Meliponula bocandei,N/A,N/A,N/A,N/A,JXDF01,yes,N/A,N/A,N/A,"Alejandra Vasquez, Tobias Olofsson",cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_MP2_2_contigs.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_MP2_2_contigs_BS.txt,LaKunkeei_MP2_2_contigs_AS.txt,LkMP2v1.0,MP2,148814,SAMN02950967,PRJNA257367,Universidad Mayor,8/19/14,na,major,Contig,full,MaSuRCA v. 2.0.3.1,10.0x,Illumina MiSeq,N/A,GCA_000741865.1,GCF_000741865.1,yes,SAMN02950967,LbKMP2,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN02950967; Sample name: LbKMP2",MP2,Jan-13,N/A,N/A,N/A,Chile: Santiago,Apis mellifera,N/A,N/A,N/A,N/A,JPUI01,no,N/A,N/A,Chilean honey bees gut,N/A,missing,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_MP2_complete.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_MP2_complete_BS.txt,LaKunkeei_MP2_complete_AS.txt,ASM131494v1,MP2,148814,SAMN04157996,PRJNA298292,Universidad Mayor,10/14/15,na,major,Complete Genome,full,Celera Assembler v. 8.3,"raw reads 600X, post-corrected read coverage 17X",PacBio,Representative Genome,GCA_001314945.1,GCF_001314945.1,yes,SAMN04157996,LkunkeeiMP2,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN04157996; Sample name: LkunkeeiMP2",MP2,Jan-13,N/A,N/A,N/A,Chile: Melipilla,Apis mellifera,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,gut,N/A,cell culture,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_NN17.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_NN17_BS.txt,LaKunkeei_NN17_AS.txt,ASM593097v1,UASWS1868-NN17,148814,SAMN11607714,PRJNA542050,University of Applied Sciences and Arts Western Switzerland hepia,6/3/19,na,major,Contig,full,SPAdes v. 3.13.0,281.5x,Illumina,N/A,GCA_005930975.1,GCF_005930975.1,yes,SAMN11607714,LKNN17,SRS4751756,UASWS1868-NN17,2018,N/A,N/A,N/A,Switzerland: Lullier,Apis mellifera,N/A,46.225376 N 6.251986 E,N/A,N/A,VBSE01,no,N/A,N/A,gastrointestinal tract,Crovadore,genomic DNA,N/A,Plants and pathogens group,N/A,N/A,N/A,N/A,Crovadore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,478 m,34°C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_NN19.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_NN19_BS.txt,LaKunkeei_NN19_AS.txt,ASM593092v1,UASWS1869-NN19,148814,SAMN11607715,PRJNA542052,University of Applied Sciences and Arts Western Switzerland hepia,6/3/19,na,major,Contig,full,SPAdes v. 3.13.0,370.8x,Illumina,N/A,GCA_005930925.1,GCF_005930925.1,yes,SAMN11607715,LKNN19,"Neither pattern for SRA (""(SRS\d*)"" NOR ""SRA: .{20}"") found a match. Here is the whole line: Identifiers: BioSample: SAMN11607715; Sample name: LKNN19",UASWS1869-NN19,2018,N/A,N/A,N/A,Switzerland: Lullier,Apis mellifera,N/A,46.225376 N 6.251986 E,N/A,N/A,VBSG01,no,N/A,N/A,gastrointestinal tract,Crovadore,genomic DNA,N/A,Plants and pathogens group,N/A,N/A,N/A,N/A,Crovadore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,478 m,34°C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaKunkeei_NN20.fna,Lactobacillus kunkeei,Lactobacillus kunkeei (firmicutes),LaKunkeei_NN20_BS.txt,LaKunkeei_NN20_AS.txt,ASM593093v1,UASWS1870-NN20,148814,SAMN11607716,PRJNA542054,University of Applied Sciences and Arts Western Switzerland hepia,6/3/19,na,major,Contig,full,SPAdes v. 3.13.0,361.9x,Illumina,N/A,GCA_005930935.1,GCF_005930935.1,yes,SAMN11607716,LKNN20,SRS4751758,UASWS1870-NN20,2018,N/A,N/A,N/A,Switzerland: Lullier,Apis mellifera,N/A,46.225376 N 6.251986 E,N/A,N/A,VBSF01,no,N/A,N/A,gastrointestinal tract,Crovadore,genomic DNA,N/A,Plants and pathogens group,N/A,N/A,N/A,N/A,Crovadore,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,478 m,34°C,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
