prokka_locus_tag,phage_seq,protein_num,length_bp_prok,gene_prok,EC_number+prok,phrog_name,phrog_num,COG_prok,product_prok
ADFW01000001.1||3_partial_1__00056,ADFW01000001.1||3_partial_1,ADFW01000001.1||3_partial_1_56,738,,phrog_63,phrog,63,,anti-repressor Ant
ADFW01000001.1||3_partial_1__00057,ADFW01000001.1||3_partial_1,ADFW01000001.1||3_partial_1_57,384,,,,,,hypothetical protein
ADFW01000001.1||3_partial_1__00058,ADFW01000001.1||3_partial_1,ADFW01000001.1||3_partial_1_58,339,,phrog_8,phrog,8,,transcriptional regulator
ADFW01000001.1||3_partial_1__00059,ADFW01000001.1||3_partial_1,ADFW01000001.1||3_partial_1_59,462,,phrog_87,phrog,87,,metallo-protease
ADFW01000001.1||3_partial_1__00060,ADFW01000001.1||3_partial_1,ADFW01000001.1||3_partial_1_60,1242,,phrog_1,phrog,1,,integrase
ADFW01000001.1||4_partial_1__00001,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_1,1233,,phrog_1,phrog,1,,integrase
ADFW01000001.1||4_partial_1__00002,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_2,726,,phrog_8,phrog,8,,transcriptional regulator
ADFW01000001.1||4_partial_1__00003,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_3,105,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00004,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_4,825,,phrog_63,phrog,63,,anti-repressor Ant
ADFW01000001.1||4_partial_1__00005,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_5,261,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00006,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_6,258,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00007,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_7,378,,phrog_13601,phrog,13601,,hypothetical protein
ADFW01000001.1||4_partial_1__00008,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_8,222,,phrog_10535,phrog,10535,,hypothetical protein
ADFW01000001.1||4_partial_1__00009,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_9,111,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00010,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_10,234,,phrog_4681,phrog,4681,,antitoxin from a toxin-antitoxin system
ADFW01000001.1||4_partial_1__00011,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_11,165,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00012,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_12,756,,phrog_130,phrog,130,,anti-repressor Ant
ADFW01000001.1||4_partial_1__00013,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_13,309,,phrog_14421,phrog,14421,,hypothetical protein
ADFW01000001.1||4_partial_1__00014,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_14,189,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00015,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_15,684,,phrog_1760,phrog,1760,,anti-termination protein
ADFW01000001.1||4_partial_1__00016,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_16,207,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00017,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_17,192,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00018,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_18,264,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00019,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_19,432,,phrog_8406,phrog,8406,,hypothetical protein
ADFW01000001.1||4_partial_1__00020,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_20,579,,phrog_8268,phrog,8268,,spore protease
ADFW01000001.1||4_partial_1__00021,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_21,1629,,phrog_1499,phrog,1499,,hypothetical protein
ADFW01000001.1||4_partial_1__00022,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_22,825,,phrog_3657,phrog,3657,,hypothetical protein
ADFW01000001.1||4_partial_1__00023,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_23,813,,phrog_1227,phrog,1227,,exonuclease
ADFW01000001.1||4_partial_1__00024,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_24,333,,phrog_7370,phrog,7370,,HNH endonuclease
ADFW01000001.1||4_partial_1__00025,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_25,888,,phrog_9474,phrog,9474,,replication initiation protein
ADFW01000001.1||4_partial_1__00026,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_26,564,,phrog_50,phrog,50,,DnaC-like helicase loader
ADFW01000001.1||4_partial_1__00027,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_27,111,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00028,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_28,210,,phrog_3356,phrog,3356,,transposase
ADFW01000001.1||4_partial_1__00029,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_29,375,,phrog_34,phrog,34,,RusA-like Holliday junction resolvase
ADFW01000001.1||4_partial_1__00030,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_30,108,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00031,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_31,366,,phrog_10273,phrog,10273,,hypothetical protein
ADFW01000001.1||4_partial_1__00032,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_32,522,,phrog_13202,phrog,13202,,hypothetical protein
ADFW01000001.1||4_partial_1__00033,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_33,744,,phrog_67,phrog,67,,DNA methyltransferase
ADFW01000001.1||4_partial_1__00034,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_34,309,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00035,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_35,171,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00036,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_36,552,,phrog_1190,phrog,1190,,RNA polymerase sigma factor
ADFW01000001.1||4_partial_1__00037,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_37,204,,phrog_1454,phrog,1454,,hypothetical protein
ADFW01000001.1||4_partial_1__00038,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_38,174,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00039,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_39,168,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00040,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_40,741,,phrog_509,phrog,509,,terminase small subunit
ADFW01000001.1||4_partial_1__00041,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_41,1272,,phrog_3717,phrog,3717,,terminase large subunit
ADFW01000001.1||4_partial_1__00042,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_42,1464,,phrog_64,phrog,64,,portal protein
ADFW01000001.1||4_partial_1__00043,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_43,1020,,phrog_115,phrog,115,,minor head protein
ADFW01000001.1||4_partial_1__00044,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_44,624,,phrog_194,phrog,194,,head scaffolding protein
ADFW01000001.1||4_partial_1__00045,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_45,357,,phrog_909,phrog,909,,major head protein
ADFW01000001.1||4_partial_1__00046,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_46,1047,,phrog_29,phrog,29,,major head protein
ADFW01000001.1||4_partial_1__00047,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_47,234,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00048,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_48,375,,phrog_132,phrog,132,,head-tail adaptor
ADFW01000001.1||4_partial_1__00049,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_49,360,,phrog_615,phrog,615,,head-tail adaptor
ADFW01000001.1||4_partial_1__00050,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_50,411,,phrog_5,phrog,5,,tail completion or Neck1 protein
ADFW01000001.1||4_partial_1__00051,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_51,411,,phrog_525,phrog,525,,hypothetical protein
ADFW01000001.1||4_partial_1__00052,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_52,183,,phrog_966,phrog,966,,hypothetical protein
ADFW01000001.1||4_partial_1__00053,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_53,1332,,phrog_279,phrog,279,,tail sheath
ADFW01000001.1||4_partial_1__00054,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_54,198,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00055,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_55,270,,phrog_365,phrog,365,,tail protein
ADFW01000001.1||4_partial_1__00056,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_56,426,,phrog_389,phrog,389,,tail protein XkdN-like protein
ADFW01000001.1||4_partial_1__00057,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_57,171,,phrog_10943,phrog,10943,,hypothetical protein
ADFW01000001.1||4_partial_1__00058,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_58,2109,,phrog_1068,phrog,1068,,tail length tape measure protein
ADFW01000001.1||4_partial_1__00059,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_59,639,,phrog_380,phrog,380,,endolysin
ADFW01000001.1||4_partial_1__00060,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_60,984,,phrog_400,phrog,400,,tail protein
ADFW01000001.1||4_partial_1__00061,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_61,243,,phrog_579,phrog,579,,hypothetical protein
ADFW01000001.1||4_partial_1__00062,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_62,411,,phrog_120,phrog,120,,baseplate protein
ADFW01000001.1||4_partial_1__00063,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_63,1077,,phrog_6,phrog,6,,baseplate protein
ADFW01000001.1||4_partial_1__00064,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_64,582,,phrog_521,phrog,521,,tail protein
ADFW01000001.1||4_partial_1__00065,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_65,279,,phrog_6293,phrog,6293,,hypothetical protein
ADFW01000001.1||4_partial_1__00066,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_66,1404,,phrog_12615,phrog,12615,,hypothetical protein
ADFW01000001.1||4_partial_1__00067,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_67,396,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00068,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_68,159,,phrog_5056,phrog,5056,,hypothetical protein
ADFW01000001.1||4_partial_1__00069,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_69,240,,phrog_2429,phrog,2429,,involved in bacteriocin production or immunity
ADFW01000001.1||4_partial_1__00070,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_70,681,,phrog_3088,phrog,3088,,amidase
ADFW01000001.1||4_partial_1__00071,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_71,465,,phrog_1384,phrog,1384,,Mom-like DNA modification protein
ADFW01000001.1||4_partial_1__00072,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_72,279,,phrog_419,phrog,419,,hypothetical protein
ADFW01000001.1||4_partial_1__00073,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_73,243,,phrog_1299,phrog,1299,,holin
ADFW01000001.1||4_partial_1__00074,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_74,1113,,phrog_3757,phrog,3757,,hypothetical protein
ADFW01000001.1||4_partial_1__00075,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_75,2280,,phrog_3964,phrog,3964,,hypothetical protein
ADFW01000001.1||4_partial_1__00076,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_76,1068,,phrog_2439,phrog,2439,,transcriptional regulator
ADFW01000001.1||4_partial_1__00077,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_77,483,,phrog_10390,phrog,10390,,hypothetical protein
ADFW01000001.1||4_partial_1__00078,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_78,552,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00079,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_79,750,,phrog_10390,phrog,10390,,hypothetical protein
ADFW01000001.1||4_partial_1__00080,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_80,696,,phrog_4012,phrog,4012,,hypothetical protein
ADFW01000001.1||4_partial_1__00081,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_81,1563,npr,3.4.24.28,3.4.24.28,,,Bacillolysin
ADFW01000001.1||4_partial_1__00082,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_82,240,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00083,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_83,279,,phrog_36445,phrog,36445,,hypothetical protein
ADFW01000001.1||4_partial_1__00084,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_84,282,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00085,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_85,2508,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00086,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_86,675,,phrog_293,phrog,293,,ABC transporter
ADFW01000001.1||4_partial_1__00087,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_87,399,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00088,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_88,759,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00089,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_89,237,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00090,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_90,1026,,phrog_20214,phrog,20214,,clamp loader of DNA polymerase
ADFW01000001.1||4_partial_1__00091,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_91,273,rpsT,,,,COG0268,30S ribosomal protein S20
ADFW01000001.1||4_partial_1__00092,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_92,996,gpr,3.4.24.78,3.4.24.78,,,Germination protease
ADFW01000001.1||4_partial_1__00093,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_93,1197,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00094,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_94,444,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00095,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_95,1815,,phrog_6880,phrog,6880,,translation elongation factor
ADFW01000001.1||4_partial_1__00096,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_96,1146,,phrog_1,phrog,1,,integrase
ADFW01000001.1||4_partial_1__00097,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_97,672,,phrog_4,phrog,4,,transcriptional repressor
ADFW01000001.1||4_partial_1__00098,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_98,231,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00099,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_99,213,,phrog_1877,phrog,1877,,DNA binding protein
ADFW01000001.1||4_partial_1__00100,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_100,147,,phrog_13096,phrog,13096,,hypothetical protein
ADFW01000001.1||4_partial_1__00101,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_101,741,,phrog_373,phrog,373,,anti-repressor
ADFW01000001.1||4_partial_1__00102,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_102,462,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00103,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_103,246,,,,,,hypothetical protein
ADFW01000001.1||4_partial_1__00104,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_104,228,,phrog_22780,phrog,22780,,hypothetical protein
ADFW01000001.1||4_partial_1__00105,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_105,234,,phrog_10535,phrog,10535,,hypothetical protein
ADFW01000001.1||4_partial_1__00106,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_106,174,,phrog_13275,phrog,13275,,hypothetical protein
ADFW01000001.1||4_partial_1__00107,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_107,762,,phrog_130,phrog,130,,anti-repressor Ant
ADFW01000001.1||4_partial_1__00108,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_108,264,,phrog_8406,phrog,8406,,hypothetical protein
ADFW01000001.1||4_partial_1__00109,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_109,1530,,phrog_1499,phrog,1499,,hypothetical protein
ADFW01000001.1||4_partial_1__00110,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_110,198,,phrog_5189,phrog,5189,,hypothetical protein
ADFW01000001.1||4_partial_1__00111,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_111,915,,phrog_2780,phrog,2780,,RecT-like ssDNA annealing protein
ADFW01000001.1||4_partial_1__00112,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_112,759,,phrog_392,phrog,392,,metal-dependent hydrolase
ADFW01000001.1||4_partial_1__00113,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_113,315,,phrog_7503,phrog,7503,,hypothetical protein
ADFW01000001.1||4_partial_1__00114,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_114,732,,phrog_2514,phrog,2514,,DnaD-like helicase loader
ADFW01000001.1||4_partial_1__00115,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_115,1329,,phrog_19,phrog,19,,DnaB-like replicative helicase
ADFW01000001.1||4_partial_1__00116,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_116,306,,phrog_6868,phrog,6868,,hypothetical protein
ADFW01000001.1||4_partial_1__00117,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_117,1053,,phrog_363,phrog,363,,DNA methyltransferase
ADFW01000001.1||4_partial_1__00118,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_118,306,,phrog_1992,phrog,1992,,MazG-like pyrophosphatase
ADFW01000001.1||4_partial_1__00119,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_119,384,,phrog_98,phrog,98,,hypothetical protein
ADFW01000001.1||4_partial_1__00120,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_120,216,,phrog_6998,phrog,6998,,hypothetical protein
ADFW01000001.1||4_partial_1__00121,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_121,609,,phrog_159,phrog,159,,RuvC-like Holliday junction resolvase
ADFW01000001.1||4_partial_1__00122,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_122,459,,phrog_5494,phrog,5494,,hypothetical protein
ADFW01000001.1||4_partial_1__00123,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_123,444,,phrog_248,phrog,248,,transcriptional activator
ADFW01000001.1||4_partial_1__00124,ADFW01000001.1||4_partial_1,ADFW01000001.1||4_partial_1_124,204,,phrog_1454,phrog,1454,,hypothetical protein
ADFW01000001.1||5_partial_1__00001,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_1,1152,hemW,,,,COG0635,Heme chaperone HemW
ADFW01000001.1||5_partial_1__00002,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_2,258,,phrog_3502,phrog,3502,,hypothetical protein
ADFW01000001.1||5_partial_1__00003,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_3,198,,phrog_6785,phrog,6785,,hypothetical protein
ADFW01000001.1||5_partial_1__00004,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_4,558,,phrog_9078,phrog,9078,,hypothetical protein
ADFW01000001.1||5_partial_1__00005,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_5,204,,phrog_38199,phrog,38199,,membrane associated protein
ADFW01000001.1||5_partial_1__00006,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_6,231,,,,,,hypothetical protein
ADFW01000001.1||5_partial_1__00007,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_7,177,,phrog_24691,phrog,24691,,hypothetical protein
ADFW01000001.1||5_partial_1__00008,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_8,273,,phrog_25315,phrog,25315,,hypothetical protein
ADFW01000001.1||5_partial_1__00009,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_9,111,,,,,,hypothetical protein
ADFW01000001.1||5_partial_1__00010,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_10,552,,phrog_37475,phrog,37475,,hypothetical protein
ADFW01000001.1||5_partial_1__00011,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_11,750,,phrog_10390,phrog,10390,,hypothetical protein
ADFW01000001.1||5_partial_1__00012,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_12,675,,phrog_4012,phrog,4012,,hypothetical protein
ADFW01000001.1||5_partial_1__00013,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_13,243,,phrog_1299,phrog,1299,,holin
ADFW01000001.1||5_partial_1__00014,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_14,675,,phrog_3088,phrog,3088,,amidase
ADFW01000001.1||5_partial_1__00015,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_15,240,,phrog_2429,phrog,2429,,involved in bacteriocin production or immunity
ADFW01000001.1||5_partial_1__00016,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_16,159,,,,,,hypothetical protein
ADFW01000001.1||5_partial_1__00017,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_17,333,,phrog_6220,phrog,6220,,hypothetical protein
ADFW01000001.1||5_partial_1__00018,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_18,756,,phrog_5339,phrog,5339,,virion structural protein
ADFW01000001.1||5_partial_1__00019,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_19,267,,phrog_5339,phrog,5339,,virion structural protein
ADFW01000001.1||5_partial_1__00020,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_20,1119,,phrog_538,phrog,538,,minor tail protein
ADFW01000001.1||5_partial_1__00021,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_21,852,,phrog_33,phrog,33,,distal tail protein Dit
ADFW01000001.1||5_partial_1__00022,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_22,2637,,phrog_1272,phrog,1272,,tail length tape measure protein
ADFW01000001.1||5_partial_1__00023,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_23,399,,phrog_7848,phrog,7848,,hypothetical protein
ADFW01000001.1||5_partial_1__00024,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_24,171,,phrog_7902,phrog,7902,,hypothetical protein
ADFW01000001.1||5_partial_1__00025,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_25,438,,phrog_1407,phrog,1407,,major tail protein
ADFW01000001.1||5_partial_1__00026,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_26,396,,phrog_176,phrog,176,,tail terminator
ADFW01000001.1||5_partial_1__00027,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_27,429,,phrog_5,phrog,5,,tail completion or Neck1 protein
ADFW01000001.1||5_partial_1__00028,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_28,318,,phrog_25,phrog,25,,head closure Hc1
ADFW01000001.1||5_partial_1__00029,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_29,264,,phrog_40,phrog,40,,head-tail adaptor Ad1
ADFW01000001.1||5_partial_1__00030,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_30,600,,phrog_10,phrog,10,,major head protein
ADFW01000001.1||5_partial_1__00031,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_31,279,,,,,,hypothetical protein
ADFW01000001.1||5_partial_1__00032,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_32,309,,phrog_94,phrog,94,,head maturation protease
ADFW01000001.1||5_partial_1__00033,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_33,1599,,phrog_12,phrog,12,,portal protein
ADFW01000001.1||5_partial_1__00034,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_34,738,,phrog_2699,phrog,2699,,terminase large subunit
ADFW01000001.1||5_partial_1__00035,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_35,450,,phrog_9,phrog,9,,terminase large subunit
ADFW01000001.1||5_partial_1__00036,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_36,462,,phrog_10517,phrog,10517,,terminase large subunit
ADFW01000001.1||5_partial_1__00037,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_37,234,,phrog_361,phrog,361,,terminase small subunit
ADFW01000001.1||5_partial_1__00038,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_38,339,,phrog_119,phrog,119,,HNH endonuclease
ADFW01000001.1||5_partial_1__00039,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_39,267,,phrog_1315,phrog,1315,,hypothetical protein
ADFW01000001.1||5_partial_1__00040,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_40,129,,phrog_353,phrog,353,,toxin
ADFW01000001.1||5_partial_1__00041,ADFW01000001.1||5_partial_1,ADFW01000001.1||5_partial_1_41,411,,phrog_497,phrog,497,,toxin-antitoxin system HicB-like protein
ADFW01000001.1||6_partial_1__00001,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_1,120,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00002,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_2,204,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00003,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_3,345,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00004,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_4,348,,,,,,hypothetical protein
ADFW01000001.1||6_partial_1__00005,ADFW01000001.1||6_partial_1,ADFW01000001.1||6_partial_1_5,1293,,,,,,hypothetical protein
